modality_code,label
Imperator de garde0217,Imperator de garde0217
Imperator de garde0217,Imperator de garde0217
Imperator de garde0217,Imperator de garde0217
Nantaise primeur (semis d’automne)0218,Nantaise primeur (semis d’automne)0218
Nantaise primeur (semis d’automne)0218,Nantaise primeur (semis d’automne)0218
Nantaise primeur (semis d’automne)0218,Nantaise primeur (semis d’automne)0218
Nantaise primeur (semis de printemps)0219,Nantaise primeur (semis de printemps)0219
Nantaise primeur (semis de printemps)0219,Nantaise primeur (semis de printemps)0219
Nantaise primeur (semis de printemps)0219,Nantaise primeur (semis de printemps)0219
Nantaise de saison0220,Nantaise de saison0220
Nantaise de saison0220,Nantaise de saison0220
Nantaise de saison0220,Nantaise de saison0220
Nantaise de garde0221,Nantaise de garde0221
Nantaise de garde0221,Nantaise de garde0221
Nantaise de garde0221,Nantaise de garde0221
Autre primeur (semis d’automne)0222,Autre primeur (semis d’automne)0222
Autre primeur (semis d’automne)0222,Autre primeur (semis d’automne)0222
Autre primeur (semis d’automne)0222,Autre primeur (semis d’automne)0222
Autre primeur (semis de printemps)0223,Autre primeur (semis de printemps)0223
Autre primeur (semis de printemps)0223,Autre primeur (semis de printemps)0223
Autre primeur (semis de printemps)0223,Autre primeur (semis de printemps)0223
Autre de saison0224,Autre de saison0224
Autre de saison0224,Autre de saison0224
Autre de saison0224,Autre de saison0224
Autre de garde0301,Autre de garde0301
Autre de garde0301,Autre de garde0301
Autre de garde0301,Autre de garde0301
Brocoli  précoce0302,Brocoli  précoce0302
Brocoli  précoce0302,Brocoli  précoce0302
Brocoli  précoce0302,Brocoli  précoce0302
Brocoli  d'été0303,Brocoli  d'été0303
Brocoli  d'été0303,Brocoli  d'été0303
Brocoli  d'été0303,Brocoli  d'été0303
Brocoli  d'automne0304,Brocoli  d'automne0304
Brocoli  d'automne0304,Brocoli  d'automne0304
Brocoli  d'automne0304,Brocoli  d'automne0304
Brocoli  d'hiver0305,Brocoli  d'hiver0305
Brocoli  d'hiver0305,Brocoli  d'hiver0305
Brocoli  d'hiver0305,Brocoli  d'hiver0305
Fleur blanc précoce0306,Fleur blanc précoce0306
Fleur blanc précoce0306,Fleur blanc précoce0306
Fleur blanc précoce0306,Fleur blanc précoce0306
Fleur blanc d'été0307,Fleur blanc d'été0307
Fleur blanc d'été0307,Fleur blanc d'été0307
Fleur blanc d'été0307,Fleur blanc d'été0307
Fleur blanc d'automne0308,Fleur blanc d'automne0308
Fleur blanc d'automne0308,Fleur blanc d'automne0308
Fleur blanc d'automne0308,Fleur blanc d'automne0308
Fleur blanc d'hiver0309,Fleur blanc d'hiver0309
Fleur blanc d'hiver0309,Fleur blanc d'hiver0309
Fleur blanc d'hiver0309,Fleur blanc d'hiver0309
Fleur couleur précoce0310,Fleur couleur précoce0310
Fleur couleur précoce0310,Fleur couleur précoce0310
Fleur couleur précoce0310,Fleur couleur précoce0310
Fleur couleur d'été0311,Fleur couleur d'été0311
Fleur couleur d'été0311,Fleur couleur d'été0311
Fleur couleur d'été0311,Fleur couleur d'été0311
Fleur couleur d'automne0312,Fleur couleur d'automne0312
Fleur couleur d'automne0312,Fleur couleur d'automne0312
Fleur couleur d'automne0312,Fleur couleur d'automne0312
Fleur couleur d'hiver0313,Fleur couleur d'hiver0313
Fleur couleur d'hiver0313,Fleur couleur d'hiver0313
Fleur couleur d'hiver0313,Fleur couleur d'hiver0313
Fleur romanesco précoce0314,Fleur romanesco précoce0314
Fleur romanesco précoce0314,Fleur romanesco précoce0314
Fleur romanesco précoce0314,Fleur romanesco précoce0314
Fleur romanesco d'été0315,Fleur romanesco d'été0315
Fleur romanesco d'été0315,Fleur romanesco d'été0315
Fleur romanesco d'été0315,Fleur romanesco d'été0315
Fleur romanesco d'automne0316,Fleur romanesco d'automne0316
Fleur romanesco d'automne0316,Fleur romanesco d'automne0316
Fleur romanesco d'automne0316,Fleur romanesco d'automne0316
Fleur romanesco d'hiver0317,Fleur romanesco d'hiver0317
Fleur romanesco d'hiver0317,Fleur romanesco d'hiver0317
Fleur romanesco d'hiver0317,Fleur romanesco d'hiver0317
Autre à inflorescence (hors chou à choucroute) précoce0318,Autre à inflorescence (hors chou à choucroute) précoce0318
Autre à inflorescence (hors chou à choucroute) précoce0318,Autre à inflorescence (hors chou à choucroute) précoce0318
Autre à inflorescence (hors chou à choucroute) précoce0318,Autre à inflorescence (hors chou à choucroute) précoce0318
Autre à inflorescence (hors chou à choucroute) d'été0319,Autre à inflorescence (hors chou à choucroute) d'été0319
Autre à inflorescence (hors chou à choucroute) d'été0319,Autre à inflorescence (hors chou à choucroute) d'été0319
Autre à inflorescence (hors chou à choucroute) d'été0319,Autre à inflorescence (hors chou à choucroute) d'été0319
Autre à inflorescence (hors chou à choucroute) d'automne0320,Autre à inflorescence (hors chou à choucroute) d'automne0320
Autre à inflorescence (hors chou à choucroute) d'automne0320,Autre à inflorescence (hors chou à choucroute) d'automne0320
Autre à inflorescence (hors chou à choucroute) d'automne0320,Autre à inflorescence (hors chou à choucroute) d'automne0320
Autre à inflorescence (hors chou à choucroute) d'hiver0401,Autre à inflorescence (hors chou à choucroute) d'hiver0401
Autre à inflorescence (hors chou à choucroute) d'hiver0401,Autre à inflorescence (hors chou à choucroute) d'hiver0401
Autre à inflorescence (hors chou à choucroute) d'hiver0401,Autre à inflorescence (hors chou à choucroute) d'hiver0401
Cabus pointu 0402,Cabus pointu 0402
Cabus pointu 0402,Cabus pointu 0402
Cabus pointu 0402,Cabus pointu 0402
Cabus rond 0403,Cabus rond 0403
Cabus rond 0403,Cabus rond 0403
Cabus rond 0403,Cabus rond 0403
Chinois 0404,Chinois 0404
Chinois 0404,Chinois 0404
Chinois 0404,Chinois 0404
Bruxelles 0405,Bruxelles 0405
Bruxelles 0405,Bruxelles 0405
Bruxelles 0405,Bruxelles 0405
Milan 0406,Milan 0406
Milan 0406,Milan 0406
Milan 0406,Milan 0406
Frisé non pommé 0407,Frisé non pommé 0407
Frisé non pommé 0407,Frisé non pommé 0407
Frisé non pommé 0407,Frisé non pommé 0407
Rouge  0408,Rouge  0408
Rouge  0408,Rouge  0408
Rouge  0408,Rouge  0408
Feuilles 0409,Feuilles 0409
Feuilles 0409,Feuilles 0409
Feuilles 0409,Feuilles 0409
Autre (hors chou à choucroute) 0701,Autre (hors chou à choucroute) 0701
Autre (hors chou à choucroute) 0701,Autre (hors chou à choucroute) 0701
Autre (hors chou à choucroute) 0701,Autre (hors chou à choucroute) 0701
Brodé de longue conservation précoce0702,Brodé de longue conservation précoce0702
Brodé de longue conservation précoce0702,Brodé de longue conservation précoce0702
Brodé de longue conservation précoce0702,Brodé de longue conservation précoce0702
Brodé de longue conservation saison0703,Brodé de longue conservation saison0703
Brodé de longue conservation saison0703,Brodé de longue conservation saison0703
Brodé de longue conservation saison0703,Brodé de longue conservation saison0703
Brodé de longue conservation arrière-saison0704,Brodé de longue conservation arrière-saison0704
Brodé de longue conservation arrière-saison0704,Brodé de longue conservation arrière-saison0704
Brodé de longue conservation arrière-saison0704,Brodé de longue conservation arrière-saison0704
Charentais brodé précoce0705,Charentais brodé précoce0705
Charentais brodé précoce0705,Charentais brodé précoce0705
Charentais brodé précoce0705,Charentais brodé précoce0705
Charentais brodé saison0706,Charentais brodé saison0706
Charentais brodé saison0706,Charentais brodé saison0706
Charentais brodé saison0706,Charentais brodé saison0706
Charentais brodé arrière-saison0707,Charentais brodé arrière-saison0707
Charentais brodé arrière-saison0707,Charentais brodé arrière-saison0707
Charentais brodé arrière-saison0707,Charentais brodé arrière-saison0707
Charentais écrit précoce0708,Charentais écrit précoce0708
Charentais écrit précoce0708,Charentais écrit précoce0708
Charentais écrit précoce0708,Charentais écrit précoce0708
Charentais écrit saison0709,Charentais écrit saison0709
Charentais écrit saison0709,Charentais écrit saison0709
Charentais écrit saison0709,Charentais écrit saison0709
Charentais écrit arrière-saison0710,Charentais écrit arrière-saison0710
Charentais écrit arrière-saison0710,Charentais écrit arrière-saison0710
Charentais écrit arrière-saison0710,Charentais écrit arrière-saison0710
Charentais lisse précoce0711,Charentais lisse précoce0711
Charentais lisse précoce0711,Charentais lisse précoce0711
Charentais lisse précoce0711,Charentais lisse précoce0711
Charentais lisse saison0712,Charentais lisse saison0712
Charentais lisse saison0712,Charentais lisse saison0712
Charentais lisse saison0712,Charentais lisse saison0712
Charentais lisse arrière-saison0713,Charentais lisse arrière-saison0713
Charentais lisse arrière-saison0713,Charentais lisse arrière-saison0713
Charentais lisse arrière-saison0713,Charentais lisse arrière-saison0713
Type Galia précoce0714,Type Galia précoce0714
Type Galia précoce0714,Type Galia précoce0714
Type Galia précoce0714,Type Galia précoce0714
Type Galia saison0715,Type Galia saison0715
Type Galia saison0715,Type Galia saison0715
Type Galia saison0715,Type Galia saison0715
Type Galia arrière-saison0716,Type Galia arrière-saison0716
Type Galia arrière-saison0716,Type Galia arrière-saison0716
Type Galia arrière-saison0716,Type Galia arrière-saison0716
Type jaune à écorce lisse précoce0717,Type jaune à écorce lisse précoce0717
Type jaune à écorce lisse précoce0717,Type jaune à écorce lisse précoce0717
Type jaune à écorce lisse précoce0717,Type jaune à écorce lisse précoce0717
Type jaune à écorce lisse saison0718,Type jaune à écorce lisse saison0718
Type jaune à écorce lisse saison0718,Type jaune à écorce lisse saison0718
Type jaune à écorce lisse saison0718,Type jaune à écorce lisse saison0718
Type jaune à écorce lisse arrière-saison0719,Type jaune à écorce lisse arrière-saison0719
Type jaune à écorce lisse arrière-saison0719,Type jaune à écorce lisse arrière-saison0719
Type jaune à écorce lisse arrière-saison0719,Type jaune à écorce lisse arrière-saison0719
Type jaune à écorce ridée précoce0720,Type jaune à écorce ridée précoce0720
Type jaune à écorce ridée précoce0720,Type jaune à écorce ridée précoce0720
Type jaune à écorce ridée précoce0720,Type jaune à écorce ridée précoce0720
Type jaune à écorce ridée saison0721,Type jaune à écorce ridée saison0721
Type jaune à écorce ridée saison0721,Type jaune à écorce ridée saison0721
Type jaune à écorce ridée saison0721,Type jaune à écorce ridée saison0721
Type jaune à écorce ridée arrière-saison0722,Type jaune à écorce ridée arrière-saison0722
Type jaune à écorce ridée arrière-saison0722,Type jaune à écorce ridée arrière-saison0722
Type jaune à écorce ridée arrière-saison0722,Type jaune à écorce ridée arrière-saison0722
Autre précoce0723,Autre précoce0723
Autre précoce0723,Autre précoce0723
Autre précoce0723,Autre précoce0723
Autre arrière-saison0724,Autre arrière-saison0724
Autre arrière-saison0724,Autre arrière-saison0724
Autre arrière-saison0724,Autre arrière-saison0724
Autre ridée arrière-saison0901,Autre ridée arrière-saison0901
Autre ridée arrière-saison0901,Autre ridée arrière-saison0901
Autre ridée arrière-saison0901,Autre ridée arrière-saison0901
Poireau primeur (mai à début août) 0902,Poireau primeur (mai à début août) 0902
Poireau primeur (mai à début août) 0902,Poireau primeur (mai à début août) 0902
Poireau primeur (mai à début août) 0902,Poireau primeur (mai à début août) 0902
"Poireau  de fin d'été, automne précoce (fin août à octobre)0903","Poireau  de fin d'été, automne précoce (fin août à octobre)0903"
"Poireau  de fin d'été, automne précoce (fin août à octobre)0903","Poireau  de fin d'été, automne précoce (fin août à octobre)0903"
"Poireau  de fin d'été, automne précoce (fin août à octobre)0903","Poireau  de fin d'été, automne précoce (fin août à octobre)0903"
Poireau d' automne tardif (novembre décembre)0904,Poireau d' automne tardif (novembre décembre)0904
Poireau d' automne tardif (novembre décembre)0904,Poireau d' automne tardif (novembre décembre)0904
Poireau d' automne tardif (novembre décembre)0904,Poireau d' automne tardif (novembre décembre)0904
"Poireau de plein  hiver (janvier, février)0905","Poireau de plein  hiver (janvier, février)0905"
"Poireau de plein  hiver (janvier, février)0905","Poireau de plein  hiver (janvier, février)0905"
"Poireau de plein  hiver (janvier, février)0905","Poireau de plein  hiver (janvier, février)0905"
Poireau d'hiver tardif- début printemps (mars avril)0906,Poireau d'hiver tardif- début printemps (mars avril)0906
Poireau d'hiver tardif- début printemps (mars avril)0906,Poireau d'hiver tardif- début printemps (mars avril)0906
Poireau d'hiver tardif- début printemps (mars avril)0906,Poireau d'hiver tardif- début printemps (mars avril)0906
Poireau autre : perpétuel 1001,Poireau autre : perpétuel 1001
Poireau autre : perpétuel 1001,Poireau autre : perpétuel 1001
Poireau autre,perpétuel 1001
Chicorée à larges feuilles chioggia 1002,Chicorée à larges feuilles chioggia 1002
Chicorée à larges feuilles chioggia 1002,Chicorée à larges feuilles chioggia 1002
Chicorée à larges feuilles chioggia 1002,Chicorée à larges feuilles chioggia 1002
Chicorée à larges feuilles de vérone 1003,Chicorée à larges feuilles de vérone 1003
Chicorée à larges feuilles de vérone 1003,Chicorée à larges feuilles de vérone 1003
Chicorée à larges feuilles de vérone 1003,Chicorée à larges feuilles de vérone 1003
Chicorée à larges feuilles pain de sucre 1004,Chicorée à larges feuilles pain de sucre 1004
Chicorée à larges feuilles pain de sucre 1004,Chicorée à larges feuilles pain de sucre 1004
Chicorée à larges feuilles pain de sucre 1004,Chicorée à larges feuilles pain de sucre 1004
Chicorée cornet 1005,Chicorée cornet 1005
Chicorée cornet 1005,Chicorée cornet 1005
Chicorée cornet 1005,Chicorée cornet 1005
Chicorée frisée a coeur jaune 1006,Chicorée frisée a coeur jaune 1006
Chicorée frisée a coeur jaune 1006,Chicorée frisée a coeur jaune 1006
Chicorée frisée a coeur jaune 1006,Chicorée frisée a coeur jaune 1006
Chicorée frisée très fine 1007,Chicorée frisée très fine 1007
Chicorée frisée très fine 1007,Chicorée frisée très fine 1007
Chicorée frisée très fine 1007,Chicorée frisée très fine 1007
Chicorée frisée wallonne 1008,Chicorée frisée wallonne 1008
Chicorée frisée wallonne 1008,Chicorée frisée wallonne 1008
Chicorée frisée wallonne 1008,Chicorée frisée wallonne 1008
Chicorée scarole 1009,Chicorée scarole 1009
Chicorée scarole 1009,Chicorée scarole 1009
Chicorée scarole 1009,Chicorée scarole 1009
Chicorée autre 1010,Chicorée autre 1010
Chicorée autre 1010,Chicorée autre 1010
Chicorée autre 1010,Chicorée autre 1010
Laitue batavia verte 1011,Laitue batavia verte 1011
Laitue batavia verte 1011,Laitue batavia verte 1011
Laitue batavia verte 1011,Laitue batavia verte 1011
Laitue beurre 1012,Laitue beurre 1012
Laitue beurre 1012,Laitue beurre 1012
Laitue beurre 1012,Laitue beurre 1012
Laitue feuille de chêne rouge 1013,Laitue feuille de chêne rouge 1013
Laitue feuille de chêne rouge 1013,Laitue feuille de chêne rouge 1013
Laitue feuille de chêne rouge 1013,Laitue feuille de chêne rouge 1013
Laitue feuille de chêne verte 1014,Laitue feuille de chêne verte 1014
Laitue feuille de chêne verte 1014,Laitue feuille de chêne verte 1014
Laitue feuille de chêne verte 1014,Laitue feuille de chêne verte 1014
Laitue iceberg 1015,Laitue iceberg 1015
Laitue iceberg 1015,Laitue iceberg 1015
Laitue iceberg 1015,Laitue iceberg 1015
Laitue lollo blonde 1016,Laitue lollo blonde 1016
Laitue lollo blonde 1016,Laitue lollo blonde 1016
Laitue lollo blonde 1016,Laitue lollo blonde 1016
Laitue lollo rossa 1017,Laitue lollo rossa 1017
Laitue lollo rossa 1017,Laitue lollo rossa 1017
Laitue lollo rossa 1017,Laitue lollo rossa 1017
Laitue romaine 1018,Laitue romaine 1018
Laitue romaine 1018,Laitue romaine 1018
Laitue romaine 1018,Laitue romaine 1018
Laitue sucrine rouge 1019,Laitue sucrine rouge 1019
Laitue sucrine rouge 1019,Laitue sucrine rouge 1019
Laitue sucrine rouge 1019,Laitue sucrine rouge 1019
Laitue sucrine verte 1020,Laitue sucrine verte 1020
Laitue sucrine verte 1020,Laitue sucrine verte 1020
Laitue sucrine verte 1020,Laitue sucrine verte 1020
"Laitue à couper (blonde,…) 1021","Laitue à couper (blonde,…) 1021"
"Laitue à couper (blonde,…) 1021","Laitue à couper (blonde,…) 1021"
"Laitue à couper (blonde,…) 1021","Laitue à couper (blonde,…) 1021"
Laitue autre 1022,Laitue autre 1022
Laitue autre 1022,Laitue autre 1022
Laitue autre 1022,Laitue autre 1022
Mache à grandes feuilles 1023,Mache à grandes feuilles 1023
Mache à grandes feuilles 1023,Mache à grandes feuilles 1023
Mache à grandes feuilles 1023,Mache à grandes feuilles 1023
Mache à grosses graines 1024,Mache à grosses graines 1024
Mache à grosses graines 1024,Mache à grosses graines 1024
Mache à grosses graines 1024,Mache à grosses graines 1024
Mache à petites feuilles 1025,Mache à petites feuilles 1025
Mache à petites feuilles 1025,Mache à petites feuilles 1025
Mache à petites feuilles 1025,Mache à petites feuilles 1025
Mache autre 1026,Mache autre 1026
Mache autre 1026,Mache autre 1026
Mache autre 1026,Mache autre 1026
Mélange à couper 1027,Mélange à couper 1027
Mélange à couper 1027,Mélange à couper 1027
Mélange à couper 1027,Mélange à couper 1027
Salade autre hors endive (Chicorée Witloof) 1101,Salade autre hors endive (Chicorée Witloof) 1101
Salade autre hors endive (Chicorée Witloof) 1101,Salade autre hors endive (Chicorée Witloof) 1101
Salade autre hors endive (Chicorée Witloof) 1101,Salade autre hors endive (Chicorée Witloof) 1101
Cerise 1102,Cerise 1102
Cerise 1102,Cerise 1102
Cerise 1102,Cerise 1102
Cocktail 1103,Cocktail 1103
Cocktail 1103,Cocktail 1103
Cocktail 1103,Cocktail 1103
Grappe 1104,Grappe 1104
Grappe 1104,Grappe 1104
Grappe 1104,Grappe 1104
Ovale 1105,Ovale 1105
Ovale 1105,Ovale 1105
Ovale 1105,Ovale 1105
Ronde 1107,Ronde 1107
Ronde 1107,Ronde 1107
Ronde 1107,Ronde 1107
"Variété anciennes (cœurs de bœuf, andine, noire de crimée …) 1106","Variété anciennes (cœurs de bœuf, andine, noire de crimée …) 1106"
"Variété anciennes (cœurs de bœuf, andine, noire de crimée …) 1106","Variété anciennes (cœurs de bœuf, andine, noire de crimée …) 1106"
"Variété anciennes (cœurs de bœuf, andine, noire de crimée …) 1106","Variété anciennes (cœurs de bœuf, andine, noire de crimée …) 1106"
autre,autre
autre,autre
autre,autre
